BPM,KEY,METER,VOCAL GENDER,VOCAL PRESENCE,main_genres,sub_genres,FREE GENRES,simple_moods,moods,character ,MOVEMENT ,VALENCE,AROUSAL,ENERGY LEVEL,EMOTIONAL PROFILE,ENERGY DYNAMICS,EMOTIONAL DYNAMICS,INSTRUMENTS ,INSTRUMENTS PRESENCE,BRAND VALUES ,AUGMENTED KEYWORDS,"AUTO-DESCRIPTION
*(needs to be booked separately)",MUSICAL ERA,"LYRIC TAGS
*(needs to be booked separately)","LYRIC EXPLICITNESS
*(needs to be booked separately)",LYRIC AI TRANSCRIPT,VOICE OVER,"MOST SIGNIFICANT PART
(The most striking part of the song)"
,,,,,,,Dc Hardcore,,,,,,,,,,,,,,Spaceship,,,,,,,
,,,,,,,Dc Indie,,,,,,,,,,,,,,Spacey,,,,,,,
,,,,,,,Death 'N' Roll,,,,,,,,,,,,,,Spacious,,,,,,,
,,,,,,,Death Doom,,,,,,,,,,,,,,Spacy,,,,,,,
,,,,,,,Death Industrial,,,,,,,,,,,,,,Spare Time,,,,,,,
,,,,,,,Death Metal,,,,,,,,,,,,,,Sparkling,,,,,,,
,,,,,,,Deathcore,,,,,,,,,,,,,,Sparse,,,,,,,
,,,,,,,Deathgrass,,,,,,,,,,,,,,Special Occasions,,,,,,,
,,,,,,,Deathgrind,,,,,,,,,,,,,,Speed,,,,,,,
,,,,,,,Deathrash,,,,,,,,,,,,,,Speedster,,,,,,,
,,,,,,,Deathrock,,,,,,,,,,,,,,Spherical,,,,,,,
,,,,,,,Deathstep,,,,,,,,,,,,,,Spine Chilling,,,,,,,
,,,,,,,Deconstructed Club,,,,,,,,,,,,,,Spirited,,,,,,,
,,,,,,,Deep Acoustic Pop,,,,,,,,,,,,,,Spiritual,,,,,,,
,,,,,,,Deep Adult Standards,,,,,,,,,,,,,,Spooky,,,,,,,
,,,,,,,Deep Ambient,,,,,,,,,,,,,,Sports,,,,,,,
,,,,,,,Deep Big Room,,,,,,,,,,,,,,Spotlight,,,,,,,
,,,,,,,Deep Brazilian Pop,,,,,,,,,,,,,,Spring,,,,,,,
,,,,,,,Deep Breakcore,,,,,,,,,,,,,,Sprint,,,,,,,
,,,,,,,Deep Ccm,,,,,,,,,,,,,,Spur,,,,,,,
,,,,,,,Deep Chill,,,,,,,,,,,,,,Spy,,,,,,,
,,,,,,,Deep Christian Rock,,,,,,,,,,,,,,Stabs,,,,,,,
,,,,,,,Deep Comedy,,,,,,,,,,,,,,Stadium Rock,,,,,,,
,,,,,,,Deep Contemporary Country,,,,,,,,,,,,,,Stately,,,,,,,
,,,,,,,Deep Dance Pop,,,,,,,,,,,,,,Static,,,,,,,
,,,,,,,Deep Deep House,,,,,,,,,,,,,,Steady,,,,,,,
,,,,,,,Deep Disco,,,,,,,,,,,,,,Steal,,,,,,,
,,,,,,,Deep Disco House,,,,,,,,,,,,,,Stealthy,,,,,,,
,,,,,,,Deep Discofox,,,,,,,,,,,,,,Steamy,,,,,,,
,,,,,,,Deep DnB,,,,,,,,,,,,,,Still,,,,,,,
,,,,,,,Deep Downtempo Fusion,,,,,,,,,,,,,,Stimulating,,,,,,,
,,,,,,,Deep Dubstep,,,,,,,,,,,,,,Stinger,,,,,,,
,,,,,,,Deep East Coast Hip Hop,,,,,,,,,,,,,,Stirring,,,,,,,
,,,,,,,Deep Euro House,,,,,,,,,,,,,,Stockcar,,,,,,,
,,,,,,,Deep Filthstep,,,,,,,,,,,,,,Stomping,,,,,,,
,,,,,,,Deep Flow,,,,,,,,,,,,,,Storms,,,,,,,
,,,,,,,Deep Folk Metal,,,,,,,,,,,,,,Story,,,,,,,
,,,,,,,Deep Funk,,,,,,,,,,,,,,Storybook,,,,,,,
,,,,,,,Deep Funk Ostentacao,,,,,,,,,,,,,,Storytelling,,,,,,,
,,,,,,,Deep G Funk,,,,,,,,,,,,,,Strained,,,,,,,
,,,,,,,Deep German Hip Hop,,,,,,,,,,,,,,Strange,,,,,,,
,,,,,,,Deep German Indie,,,,,,,,,,,,,,Street,,,,,,,
,,,,,,,Deep German Punk,,,,,,,,,,,,,,Strength,,,,,,,
,,,,,,,Deep Gothic Post-Punk,,,,,,,,,,,,,,String Orchestra,,,,,,,
,,,,,,,Deep Groove House,,,,,,,,,,,,,,Stripper,,,,,,,
,,,,,,,Deep Happy Hardcore,,,,,,,,,,,,,,Strong,,,,,,,
,,,,,,,Deep House,,,,,,,,,,,,,,Struggle,,,,,,,
,,,,,,,Deep Idm,,,,,,,,,,,,,,Strummed,,,,,,,
,,,,,,,Deep Indie Rock,,,,,,,,,,,,,,Strut,,,,,,,
,,,,,,,Deep Indie Singer-Songwriter,,,,,,,,,,,,,,Stylish,,,,,,,
,,,,,,,Deep Jazz Fusion,,,,,,,,,,,,,,Suave,,,,,,,
,,,,,,,Deep Latin Alternative,,,,,,,,,,,,,,Subtle,,,,,,,
,,,,,,,Deep Latin Christian,,,,,,,,,,,,,,Success,,,,,,,
,,,,,,,Deep Liquid,,,,,,,,,,,,,,Suggestive,,,,,,,
,,,,,,,Deep Liquid Bass,,,,,,,,,,,,,,Suicidal,,,,,,,
,,,,,,,Deep Melodic Death Metal,,,,,,,,,,,,,,Sultry,,,,,,,
,,,,,,,Deep Melodic Hard Rock,,,,,,,,,,,,,,Summer,,,,,,,
,,,,,,,Deep Melodic Metalcore,,,,,,,,,,,,,,Sun,,,,,,,
,,,,,,,Deep Metalcore,,,,,,,,,,,,,,Sunny,,,,,,,
,,,,,,,Deep Minimal Techno,,,,,,,,,,,,,,Sunrise,,,,,,,
,,,,,,,Deep Neofolk,,,,,,,,,,,,,,Sunset,,,,,,,
,,,,,,,Deep New Americana,,,,,,,,,,,,,,Sunshine,,,,,,,
,,,,,,,Deep New Wave,,,,,,,,,,,,,,Super Hero,,,,,,,
,,,,,,,Deep Norteno,,,,,,,,,,,,,,Superhero,,,,,,,
,,,,,,,Deep Pop EDM,,,,,,,,,,,,,,Supernatural,,,,,,,
,,,,,,,Deep Power-Pop Punk,,,,,,,,,,,,,,Sure,,,,,,,
,,,,,,,Deep Progressive House,,,,,,,,,,,,,,Surf Rock,,,,,,,
,,,,,,,Deep Progressive Rock,,,,,,,,,,,,,,Surfing,,,,,,,
,,,,,,,Deep Progressive Trance,,,,,,,,,,,,,,Surprising,,,,,,,
,,,,,,,Deep Psytrance,,,,,,,,,,,,,,Surreal,,,,,,,
,,,,,,,Deep R&B,,,,,,,,,,,,,,Suspense,,,,,,,
,,,,,,,Deep Ragga,,,,,,,,,,,,,,Suspicion,,,,,,,
,,,,,,,Deep Rai,,,,,,,,,,,,,,Suspicious,,,,,,,
,,,,,,,Deep Smooth Jazz,,,,,,,,,,,,,,Sustainable,,,,,,,
,,,,,,,Deep Soft Rock,,,,,,,,,,,,,,Swag,,,,,,,
,,,,,,,Deep Soul House,,,,,,,,,,,,,,Swagger,,,,,,,
,,,,,,,Deep Soundtrack,,,,,,,,,,,,,,Swanky,,,,,,,
,,,,,,,Deep Southern Trap,,,,,,,,,,,,,,Swashbuckling,,,,,,,
,,,,,,,Deep Sunset Lounge,,,,,,,,,,,,,,Sweeping,,,,,,,
,,,,,,,Deep Talent Show,,,,,,,,,,,,,,Sweet,,,,,,,
,,,,,,,Deep Tech House,,,,,,,,,,,,,,Swelling,,,,,,,
,,,,,,,Deep Techno,,,,,,,,,,,,,,Swing,,,,,,,
,,,,,,,Deep Tropical House,,,,,,,,,,,,,,Swirling,,,,,,,
,,,,,,,Deep Turkish Pop,,,,,,,,,,,,,,Sympathetic,,,,,,,
,,,,,,,Deep Underground Hip Hop,,,,,,,,,,,,,,Symphony,,,,,,,
,,,,,,,Deep Uplifting Trance,,,,,,,,,,,,,,Syncopated,,,,,,,
,,,,,,,Deep Vocal House,,,,,,,,,,,,,,Synth Pop,,,,,,,
,,,,,,,Delta Blues,,,,,,,,,,,,,,Synthpop,,,,,,,
,,,,,,,Dembow,,,,,,,,,,,,,,Tale,,,,,,,
,,,,,,,Demoscene,,,,,,,,,,,,,,Talk Show,,,,,,,
,,,,,,,Dennery Segment,,,,,,,,,,,,,,Talkshow,,,,,,,
,,,,,,,Denpa-Kei,,,,,,,,,,,,,,Tall Tale,,,,,,,
,,,,,,,Denton Tx Indie,,,,,,,,,,,,,,Tango,,,,,,,
,,,,,,,Denver Indie,,,,,,,,,,,,,,Team,,,,,,,
,,,,,,,Denver Metal,,,,,,,,,,,,,,Teamwork,,,,,,,
,,,,,,,Denver Rap,,,,,,,,,,,,,,Tear,,,,,,,
,,,,,,,Depressive Black Metal,,,,,,,,,,,,,,Tech,,,,,,,
,,,,,,,Derby Indie,,,,,,,,,,,,,,Tech House,,,,,,,
,,,,,,,Derry Indie,,,,,,,,,,,,,,Technical,,,,,,,
,,,,,,,Desert Blues,,,,,,,,,,,,,,Techno,,,,,,,
,,,,,,,Desi Hip Hop,,,,,,,,,,,,,,Technology,,,,,,,
,,,,,,,Desi Pop,,,,,,,,,,,,,,Teenager,,,,,,,
,,,,,,,Desi Trap,,,,,,,,,,,,,,Telenovela,,,,,,,
,,,,,,,Dessin Anime,,,,,,,,,,,,,,Tempo,,,,,,,
,,,,,,,Destroy Techno,,,,,,,,,,,,,,Tempo Changes,,,,,,,
,,,,,,,Detroit Hip Hop,,,,,,,,,,,,,,Temptation,,,,,,,
,,,,,,,Detroit House,,,,,,,,,,,,,,Tender,,,,,,,
,,,,,,,Detroit Indie,,,,,,,,,,,,,,Tense,,,,,,,
,,,,,,,Detroit Rock,,,,,,,,,,,,,,Tension,,,,,,,
,,,,,,,Detroit Techno,,,,,,,,,,,,,,Tension Building,,,,,,,
,,,,,,,Detroit Trap,,,,,,,,,,,,,,Terrifying,,,,,,,
,,,,,,,Detske Pesnicky,,,,,,,,,,,,,,Terror,,,,,,,
,,,,,,,Detske Pisnicky,,,,,,,,,,,,,,Textures,,,,,,,
,,,,,,,Detskie Pesni,,,,,,,,,,,,,,The Alps,,,,,,,
,,,,,,,Deutsch Disney,,,,,,,,,,,,,,The Arts,,,,,,,
,,,,,,,Deutschrock,,,,,,,,,,,,,,Theatrical,,,,,,,
,,,,,,,Devon Indie,,,,,,,,,,,,,,Themes,,,,,,,
,,,,,,,Dfw Rap,,,,,,,,,,,,,,Thoughtful,,,,,,,
,,,,,,,Dhrupad,,,,,,,,,,,,,,Thrashy,,,,,,,
,,,,,,,Didgeridoo,,,,,,,,,,,,,,Threatening,,,,,,,
,,,,,,,Digital Hardcore,,,,,,,,,,,,,,Thriller,,,,,,,
,,,,,,,Dinner Jazz,,,,,,,,,,,,,,Thrilling,,,,,,,
,,,,,,,Dirty South Rap,,,,,,,,,,,,,,Throbbing,,,,,,,
,,,,,,,Dirty Texas Rap,,,,,,,,,,,,,,Thrusting,,,,,,,
,,,,,,,Disco,,,,,,,,,,,,,,Thumping,,,,,,,
,,,,,,,Disco House,,,,,,,,,,,,,,Ticking,,,,,,,
,,,,,,,Disco Polo,,,,,,,,,,,,,,Time Lapse,,,,,,,
,,,,,,,Discofox,,,,,,,,,,,,,,Time Passing,,,,,,,
,,,,,,,Disney,,,,,,,,,,,,,,Timeless,,,,,,,
,,,,,,,Disney Dansk,,,,,,,,,,,,,,Togetherness,,,,,,,
,,,,,,,Disney Espanol,,,,,,,,,,,,,,Tongue In Cheek,,,,,,,
,,,,,,,Disney Horspiele,,,,,,,,,,,,,,Touching,,,,,,,
,,,,,,,Disney Italiano,,,,,,,,,,,,,,Tough,,,,,,,
,,,,,,,Disney Norsk,,,,,,,,,,,,,,Tourism,,,,,,,
,,,,,,,Disney Piano,,,,,,,,,,,,,,Toxic,,,,,,,
,,,,,,,Disney Polska,,,,,,,,,,,,,,Trade,,,,,,,
,,,,,,,Disney Portugues Brasil,,,,,,,,,,,,,,Traditional Dances,,,,,,,
,,,,,,,Disney Svenska,,,,,,,,,,,,,,Traditional Ethnic Folk,,,,,,,
,,,,,,,Dissonant Death Metal,,,,,,,,,,,,,,Tragedy,,,,,,,
,,,,,,,Diva House,,,,,,,,,,,,,,Tragic,,,,,,,
,,,,,,,Dixieland,,,,,,,,,,,,,,Trailer,,,,,,,
,,,,,,,Diy Emo,,,,,,,,,,,,,,Training,,,,,,,
,,,,,,,Djent,,,,,,,,,,,,,,Trance,,,,,,,
,,,,,,,Dmv Rap,,,,,,,,,,,,,,Tranquil,,,,,,,
,,,,,,,Dominican Indie,,,,,,,,,,,,,,Transcendental,,,,,,,
,,,,,,,Dominican Pop,,,,,,,,,,,,,,Transition,,,,,,,
,,,,,,,Dong-Yo,,,,,,,,,,,,,,Trap,,,,,,,
,,,,,,,Doo-Wop,,,,,,,,,,,,,,Travel,,,,,,,
,,,,,,,Doom Metal,,,,,,,,,,,,,,Trendy,,,,,,,
,,,,,,,Doomcore,,,,,,,,,,,,,,Tribal,,,,,,,
,,,,,,,Doomgaze,,,,,,,,,,,,,,Trip Hop,,,,,,,
,,,,,,,Dortmund Indie,,,,,,,,,,,,,,Trippy,,,,,,,
,,,,,,,Double Drumming,,,,,,,,,,,,,,Triumph,,,,,,,
,,,,,,,Doujin,,,,,,,,,,,,,,Triumphant,,,,,,,
,,,,,,,Downtempo,,,,,,,,,,,,,,Tropical,,,,,,,
,,,,,,,Downtempo Bass,,,,,,,,,,,,,,Trouble,,,,,,,
,,,,,,,Downtempo Deathcore,,,,,,,,,,,,,,Truck,,,,,,,
,,,,,,,Downtempo Fusion,,,,,,,,,,,,,,Trust,,,,,,,
,,,,,,,Draga,,,,,,,,,,,,,,Tuneful,,,,,,,
,,,,,,,Dragspel,,,,,,,,,,,,,,Turbulent,,,,,,,
,,,,,,,Drama,,,,,,,,,,,,,,Tv,,,,,,,
,,,,,,,Dream Pop,,,,,,,,,,,,,,Tween,,,,,,,
,,,,,,,Dream Smp,,,,,,,,,,,,,,Twisted,,,,,,,
,,,,,,,Dream Trance,,,,,,,,,,,,,,Ufc,,,,,,,
,,,,,,,Dreamgaze,,,,,,,,,,,,,,Ufo,,,,,,,
,,,,,,,Dreamo,,,,,,,,,,,,,,Uncanny,,,,,,,
,,,,,,,Dreampunk,,,,,,,,,,,,,,Uncertain,,,,,,,
,,,,,,,Dresden Indie,,,,,,,,,,,,,,Uncertainty,,,,,,,
,,,,,,,Drift,,,,,,,,,,,,,,Undercover,,,,,,,
,,,,,,,Drift Phonk,,,,,,,,,,,,,,Underscore,,,,,,,
,,,,,,,Drikkelek,,,,,,,,,,,,,,Underwater,,,,,,,
,,,,,,,Drill,,,,,,,,,,,,,,Unearthly,,,,,,,
,,,,,,,Drill And Bass,,,,,,,,,,,,,,Uneasy,,,,,,,
,,,,,,,Drill Beats,,,,,,,,,,,,,,Unhappy,,,,,,,
,,,,,,,Drill Brasileiro,,,,,,,,,,,,,,Unique,,,,,,,
,,,,,,,Drill Chileno,,,,,,,,,,,,,,Universe,,,,,,,
,,,,,,,Drill Dominicano,,,,,,,,,,,,,,Unreal,,,,,,,
,,,,,,,Drill Espanol,,,,,,,,,,,,,,Unrelenting,,,,,,,
,,,,,,,Drill Francais,,,,,,,,,,,,,,Unrest,,,,,,,
,,,,,,,Drill Italiana,,,,,,,,,,,,,,Unsettling,,,,,,,
,,,,,,,Drill Tuga,,,,,,,,,,,,,,Unsure,,,,,,,
,,,,,,,Drone,,,,,,,,,,,,,,Untroubled,,,,,,,
,,,,,,,Drone Ambient,,,,,,,,,,,,,,Unusual,,,,,,,
,,,,,,,Drone Folk,,,,,,,,,,,,,,Unwind,,,,,,,
,,,,,,,Drone Metal,,,,,,,,,,,,,,Unworried,,,,,,,
,,,,,,,Drone Rock,,,,,,,,,,,,,,Up Tempo,,,,,,,
,,,,,,,Dronescape,,,,,,,,,,,,,,Upbeat,,,,,,,
,,,,,,,Drum And Bass,,,,,,,,,,,,,,Uplifting,,,,,,,
,,,,,,,Drumfunk,,,,,,,,,,,,,,Upset,,,,,,,
,,,,,,,Dub,,,,,,,,,,,,,,Uptempo,,,,,,,
,,,,,,,Dub Brasileiro,,,,,,,,,,,,,,Uptight,,,,,,,
,,,,,,,Dub Metal,,,,,,,,,,,,,,Urban,,,,,,,
,,,,,,,Dub Poetry,,,,,,,,,,,,,,Urgency,,,,,,,
,,,,,,,Dub Punk,,,,,,,,,,,,,,Urgent,,,,,,,
,,,,,,,Dub Reggae,,,,,,,,,,,,,,Vacation,,,,,,,
,,,,,,,Dub Techno,,,,,,,,,,,,,,Valiant,,,,,,,
,,,,,,,Dublin Indie,,,,,,,,,,,,,,Vampire,,,,,,,
,,,,,,,Dubstep,,,,,,,,,,,,,,Variety Show,,,,,,,
,,,,,,,Dubsteppe,,,,,,,,,,,,,,Vibrant,,,,,,,
,,,,,,,Duduk,,,,,,,,,,,,,,Victory,,,,,,,
,,,,,,,Duluth Indie,,,,,,,,,,,,,,Video Games,,,,,,,
,,,,,,,Dundee Indie,,,,,,,,,,,,,,Vigorous,,,,,,,
,,,,,,,Dunedin Indie,,,,,,,,,,,,,,Villain,,,,,,,
,,,,,,,Dunedin Sound,,,,,,,,,,,,,,Vintage,,,,,,,
,,,,,,,Dungeon Synth,,,,,,,,,,,,,,Violence,,,,,,,
,,,,,,,Duranguense,,,,,,,,,,,,,,Violent,,,,,,,
,,,,,,,Dusseldorf Electronic,,,,,,,,,,,,,,Vivacious,,,,,,,
,,,,,,,Dusseldorf Indie,,,,,,,,,,,,,,Vivid,,,,,,,
,,,,,,,Dutch Americana,,,,,,,,,,,,,,Wacky,,,,,,,
,,,,,,,Dutch Black Metal,,,,,,,,,,,,,,Wakeboarding,,,,,,,
,,,,,,,Dutch Blues,,,,,,,,,,,,,,Walking,,,,,,,
,,,,,,,Dutch Cabaret,,,,,,,,,,,,,,Waltz,,,,,,,
,,,,,,,Dutch Classical Piano,,,,,,,,,,,,,,War,,,,,,,
,,,,,,,Dutch Death Metal,,,,,,,,,,,,,,Warfare,,,,,,,
,,,,,,,Dutch Disney,,,,,,,,,,,,,,Warm,,,,,,,
,,,,,,,Dutch DnB,,,,,,,,,,,,,,Warmth,,,,,,,
,,,,,,,Dutch Drill,,,,,,,,,,,,,,Water,,,,,,,
,,,,,,,Dutch EDM,,,,,,,,,,,,,,Weather Report,,,,,,,
,,,,,,,Dutch Experimental Electronic,,,,,,,,,,,,,,Wedding,,,,,,,
,,,,,,,Dutch Folk,,,,,,,,,,,,,,Weird,,,,,,,
,,,,,,,Dutch Hip Hop,,,,,,,,,,,,,,Well Being,,,,,,,
,,,,,,,Dutch House,,,,,,,,,,,,,,Wellness,,,,,,,
,,,,,,,Dutch Idol Pop,,,,,,,,,,,,,,Western,,,,,,,
,,,,,,,Dutch Indie,,,,,,,,,,,,,,Whimsical,,,,,,,
,,,,,,,Dutch Indie Rock,,,,,,,,,,,,,,Whimsy,,,,,,,
,,,,,,,Dutch Jazz,,,,,,,,,,,,,,Whiny,,,,,,,
,,,,,,,Dutch Metal,,,,,,,,,,,,,,Whistling,,,,,,,
,,,,,,,Dutch Moombahton,,,,,,,,,,,,,,Whooshes,,,,,,,
,,,,,,,Dutch Musical,,,,,,,,,,,,,,Wide Open,,,,,,,
,,,,,,,Dutch Pop,,,,,,,,,,,,,,Wild,,,,,,,
,,,,,,,Dutch Prog,,,,,,,,,,,,,,Wild Side,,,,,,,
,,,,,,,Dutch Punk,,,,,,,,,,,,,,Wild West,,,,,,,
,,,,,,,Dutch Punk Rock,,,,,,,,,,,,,,Wildlife,,,,,,,
,,,,,,,Dutch R&B,,,,,,,,,,,,,,Win,,,,,,,
,,,,,,,Dutch Rap Pop,,,,,,,,,,,,,,Wind,,,,,,,
,,,,,,,Dutch Rock,,,,,,,,,,,,,,Winter,,,,,,,
,,,,,,,Dutch Singer-Songwriter,,,,,,,,,,,,,,Wintry,,,,,,,
,,,,,,,Dutch Tech House,,,,,,,,,,,,,,Wistful,,,,,,,
,,,,,,,Dutch Trance,,,,,,,,,,,,,,Wondering,,,,,,,
,,,,,,,Dutch Trap,,,,,,,,,,,,,,Wondrous,,,,,,,
,,,,,,,Dutch Underground Hip Hop,,,,,,,,,,,,,,Woods,,,,,,,
,,,,,,,Early American Folk,,,,,,,,,,,,,,Woody,,,,,,,
,,,,,,,Early Avant Garde,,,,,,,,,,,,,,World,,,,,,,
,,,,,,,Early Modern Classical,,,,,,,,,,,,,,World Music,,,,,,,
,,,,,,,Early Music,,,,,,,,,,,,,,Worried,,,,,,,
,,,,,,,Early Music Choir,,,,,,,,,,,,,,Xmas,,,,,,,
,,,,,,,Early Music Ensemble,,,,,,,,,,,,,,Yearning,,,,,,,
,,,,,,,Early Reggae,,,,,,,,,,,,,,Yoga,,,,,,,
,,,,,,,Early Romantic Era,,,,,,,,,,,,,,Young Love,,,,,,,
,,,,,,,Early Synthpop,,,,,,,,,,,,,,Youth Tv,,,,,,,
,,,,,,,Early Us Punk,,,,,,,,,,,,,,Youthful,,,,,,,
,,,,,,,East Anglia Indie,,,,,,,,,,,,,,Zany,,,,,,,
,,,,,,,East Coast Hip Hop,,,,,,,,,,,,,,Zen,,,,,,,
,,,,,,,East Coast Reggae,,,,,,,,,,,,,,Zombie,,,,,,,
,,,,,,,Easy Listening,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Easycore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Eau Claire Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ebm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ecm-Style Jazz,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ectofolk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ecuadorian Alternative Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ecuadorian Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ecuadorian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Edinburgh Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,EDM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,EDMonton Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Egg Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Egyptian Alternative,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Egyptian Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Egyptian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Egyptian Trap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,El Paso Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electra,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electric Bass,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electric Blues,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro Bailando,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro Dub,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro Jazz,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro Latino,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro Swing,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro Trash,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro-Industrial,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electro-Pop Francais,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electroacoustic Composition,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electroacoustic Improvisation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electroclash,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrofox,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronic Djent,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronic Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronic Trap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronica Argentina,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronica Chilena,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronica Cristiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronica Peruana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronica Venezuela,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electronicore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electropop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electropowerpop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Elektropunk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Elephant 6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emo Mexicano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emo Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emo Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emo Rap Italiano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emo Trap En Espanol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emo Trap Italiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emocore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Emoviolence,,,,,,,,,,,,,,,,,,,,,
,,,,,,,English Baroque,,,,,,,,,,,,,,,,,,,,,
,,,,,,,English Indie Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,English Renaissance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Enka,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ensemble Stars,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Entehno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Environmental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Epa Dunk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Epic Black Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Epic Doom,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Epicore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Er Ge,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Erhu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Eritrean Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Erotic Product,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Erotica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Escape Room,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Essex Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Estonian Electronic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Estonian Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Estonian Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Estonian Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Estonian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Estonian Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ethereal Wave,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Etherpop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ethio-Jazz,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ethiopian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Ethnotronica,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Eugene Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Euphoric Hardstyle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Eurobeat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Eurodance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Europop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Euroska,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Eurovision,,,,,,,,,,,,,,,,,,,,,
